Kód,Územná jednotka,Spolu,muži (abs.),muži (%),ženy (abs.),ženy (%)
SK0428525740,Hrhov,1020,514,50.39,506,49.61
SK0428525758,Hrušov (Okres Rožňava),335,174,51.94,161,48.06
SK0428525782,Jablonov nad Turňou,752,371,49.34,381,50.66
SK0428525821,Kečovo,324,161,49.69,163,50.31
SK0428525839,Kobeliarovo,493,243,49.29,250,50.71
SK0428525847,Koceľovce,231,110,47.62,121,52.38
SK0428525855,Kováčová (Okres Rožňava),57,27,47.37,30,52.63
SK0428525863,Krásnohorská Dlhá Lúka,700,341,48.71,359,51.29
SK0428525871,Krásnohorské Podhradie,2793,1384,49.55,1409,50.45
SK0428525898,Kunova Teplica,730,364,49.86,366,50.14
SK0428525910,Lipovník (Okres Rožňava),537,282,52.51,255,47.49
SK0428525936,Lúčka (Okres Rožňava),180,89,49.44,91,50.56
SK0428525952,Markuška,150,74,49.33,76,50.67
SK0428525961,Meliata,183,88,48.09,95,51.91
SK0428526045,Nižná Slaná,1204,601,49.92,603,50.08
SK0428526053,Ochtiná,554,266,48.01,288,51.99
SK0428526061,Pača,544,254,46.69,290,53.31
SK0428526070,Pašková,339,171,50.44,168,49.56
SK0428526088,Petrovo,105,47,44.76,58,55.24
SK0428526096,Plešivec,2225,1082,48.63,1143,51.37
SK0428526126,Rakovnica,598,305,51,293,49
SK0428526134,Rejdová,740,365,49.32,375,50.68
SK0428526177,Rochovce,324,168,51.85,156,48.15
SK0428526185,Roštár,634,319,50.32,315,49.68
SK0428526193,Rozložná,217,107,49.31,110,50.69
SK0428526207,Rožňavské Bystré,597,290,48.58,307,51.42
SK0428526215,Rudná,704,358,50.85,346,49.15
SK0428526223,Silica,542,275,50.74,267,49.26
SK0428526231,Silická Brezová,142,70,49.3,72,50.7
SK0428526240,Silická Jablonica,182,91,50,91,50
SK0428526266,Slavec,473,239,50.53,234,49.47
SK0428526274,Slavoška,132,67,50.76,65,49.24
SK0428526282,Slavošovce,1797,879,48.91,918,51.09
SK0428526291,Stratená,120,60,50,60,50
SK0428526312,Štítnik,1478,754,51.01,724,48.99
SK0428526339,Vlachovo,785,406,51.72,379,48.28
SK0428526347,Vyšná Slaná,445,223,50.11,222,49.89
SK0428560022,Brzotín,1336,648,48.5,688,51.5
SK0428560031,Čučma,576,294,51.04,282,48.96
SK0428560049,Jovice,751,371,49.4,380,50.6
SK0428560065,Kružná,469,247,52.67,222,47.33
SK0429522309,Baškovce (Okres Sobrance),232,120,51.72,112,48.28
SK0429522317,Beňatina,189,89,47.09,100,52.91
SK0429522325,Bežovce,970,487,50.21,483,49.79
SK0429522333,Blatná Polianka,166,77,46.39,89,53.61
SK0429522341,Blatné Remety,649,343,52.85,306,47.15
SK0429522350,Blatné Revištia,220,106,48.18,114,51.82
SK0429522384,Bunkovce,392,199,50.77,193,49.23
SK0429522422,Fekišovce,290,151,52.07,139,47.93
SK0429522457,Hlivištia,373,183,49.06,190,50.94
SK0429522473,Horňa,338,171,50.59,167,49.41
SK0429522490,Husák,176,99,56.25,77,43.75
SK0429522503,Choňkovce,502,252,50.2,250,49.8
SK0429522520,Inovce,207,97,46.86,110,53.14
SK0429522538,Jasenov (Okres Sobrance),286,148,51.75,138,48.25
SK0429522554,Jenkovce,423,222,52.48,201,47.52
SK0429522601,Kolibabovce,182,88,48.35,94,51.65
SK0429522627,Koňuš,332,168,50.6,164,49.4
SK0429522643,Koromľa,414,217,52.42,197,47.58
SK0429522660,Krčava,421,196,46.56,225,53.44
SK0429522678,Kristy,330,171,51.82,159,48.18
SK0429522716,Lekárovce,870,420,48.28,450,51.72
SK0429522813,Nižná Rybnica,410,199,48.54,211,51.46
SK0429522821,Nižné Nemecké,329,162,49.24,167,50.76
SK0429522830,Orechová,241,115,47.72,126,52.28
SK0429522856,Ostrov (Okres Sobrance),330,164,49.7,166,50.3
SK0429522899,Petrovce (Okres Sobrance),201,98,48.76,103,51.24
SK0429522911,Pinkovce,180,83,46.11,97,53.89
SK0429522929,Podhoroď,337,161,47.77,176,52.23
SK0429522937,Porostov,198,101,51.01,97,48.99
SK0429522953,Porúbka (Okres Sobrance),407,194,47.67,213,52.33
SK0429522970,Priekopa,278,136,48.92,142,51.08
SK0429523003,Remetské Hámre,551,272,49.36,279,50.64
SK0429523011,Ruská Bystrá,108,52,48.15,56,51.85
SK0429523020,Ruskovce (Okres Sobrance),252,130,51.59,122,48.41
SK0429523038,Ruský Hrabovec,292,150,51.37,142,48.63
SK0429523046,Sejkov,192,97,50.52,95,49.48
SK0429523089,Sobrance,5875,2903,49.41,2972,50.59
SK0429523143,Svätuš,105,48,45.71,57,54.29
SK0429523160,Tašuľa,199,100,50.25,99,49.75
SK0429523178,Tibava,536,272,50.75,264,49.25
SK0429523224,Úbrež,1022,514,50.29,508,49.71
SK0429523232,Veľké Revištia,503,255,50.7,248,49.3
SK0429523267,Vojnatina,246,131,53.25,115,46.75
SK0429523305,Vyšná Rybnica,389,203,52.19,186,47.81
SK0429523313,Vyšné Nemecké,238,120,50.42,118,49.58
SK0429523321,Vyšné Remety,403,205,50.87,198,49.13
SK0429523330,Záhor,656,326,49.7,330,50.3
